Date,Time,Contacts,Messages,Shift
2019-10-22,6:32 am,chomu,Guyzzz aaj clg nhi aaungi,am
2019-10-22,6:32 am,chomu,Jana b khi,am
2019-10-22,6:35 am,Smridhiii,Kha ha rhi h,am
2019-10-22,6:35 am,Smridhiii,,am
2019-10-22,7:00 am,Neelam,M aungi,am
2019-10-22,7:00 am,Neelam,TM dono b ap ab,am
2019-10-22,7:00 am,Neelam,Ao,am
2019-10-22,7:09 am,chomu,Status nhi lgaya tha ek baby ka,am
2019-10-22,7:09 am,chomu,Unhi chacha k ghr,am
2019-10-22,8:26 am,chomu,<Media omitted>,am
2019-10-22,8:42 am,Smridhiii,Ok bhn,am
2019-10-22,11:35 am,Neelam,<Media omitted>,am
2019-10-22,12:28 pm,Neelam,<Media omitted>,pm
2019-10-22,12:28 pm,Neelam,<Media omitted>,pm
2019-10-22,12:28 pm,Neelam,<Media omitted>,pm
2019-10-22,12:28 pm,Neelam,<Media omitted>,pm
2019-10-22,12:29 pm,Neelam,<Media omitted>,pm
2019-10-22,12:36 pm,chomu,,pm
2019-10-22,5:56 pm,chomu,The INX Media case refers to an ongoing high-profile money laundering investigation in India. It involves allegation of irregularities in foreign exchange clearances given to INX Media group for receiving overseas investment in 2007. P. Chidambaram was union finance minister at the time. His son Karti Chidambaram has been implicated by the investigating agencies.,pm
2019-10-22,5:56 pm,chomu,INX - India international exchange,pm
2019-10-22,5:56 pm,chomu,"The company was founded by Indrani Mukerjea in 2007 through two companies, INX Media Pvt Ltd and INX News Pvt Ltd. In March 2009, chairman & Chief Strategy Officer (CSO) Peter Mukerjea and founder & CEO Indrani Mukerjea left their management roles at INX Media.",pm
2019-10-22,5:56 pm,chomu,"The United Nations Children's Fund, originally known as the United Nations International Children's Emergency Fund ( UNICEF ) , was created by United Nations General Assembly on 11 December 1946, to provide emergency food and healthcare to children and mothers in countries that had been devastated by World War II",pm
2019-10-22,5:56 pm,chomu,The Andaman and Nicobar Command (ANC) has conducted the second edition of Defence of Andaman & Nicobar Islands 2019 (DANX-19).,pm
2019-10-22,5:56 pm,chomu,"3rd Oct 2019, Mumbai: The 11th Edition of INMEX SMM organised by Informa markets India kick started at Bombay exhibition center with over 260 exhibitors participating in the three day exhibition. The scaled up 2019 edition of the INMEX SMM India Expo bring buyers and manufacturers from across the globe to conduct business and be a coveted conglomeration of global industry leaders, key decision makers, government agencies and key trade associations, to network, explore new business opportunities and unveil services and products.",pm
2019-10-22,5:56 pm,chomu,"The INMEX SMM India is the leading fair of the maritime economy in India. It takes place every two years in Mumbai and is the trade fair for shipbuilding, machinery and marine technology with the largest international character. Visitors and exhibitors from all over the world represent the current state of the maritime industry worldwide and can here present their latest technologies or receive information about the latest products, innovations, trends and services.",pm
2019-10-22,5:56 pm,chomu,"INMEX 2019 ( India Mayanmar naval exercise ) started on 18th October and concluded on 22nd October , is the joint exercise with the aforesaid naval ships of Myanmar . This is two conducting operations including anti air and surface firing exercises and flying exercises using integral helicopter and seamanship evolutions at sea.",pm
2019-10-22,8:54 pm,Anchuuu,Well done,pm
2019-10-23,12:52 pm,chomu,Bus mil gyi bhn,pm
2019-10-23,2:07 pm,Anchuuu,I m home,pm
2019-10-23,2:07 pm,Anchuuu,,pm
2019-10-23,3:26 pm,chomu,M bhi home bht der phle,pm
2019-10-23,3:26 pm,chomu,Phn krna bhul gyi,pm
2019-10-23,3:26 pm,chomu,,pm
2019-10-23,4:30 pm,Smridhiii,Vry gud,pm
2019-10-23,4:30 pm,Smridhiii,,pm
2019-10-24,8:07 am,Anchuuu,<Media omitted>,am
2019-10-24,11:02 am,chomu,Aaj nhi chhoregi naa,am
2019-10-24,11:02 am,chomu,Wo,am
2019-10-24,12:13 pm,Smridhiii,Nhi bhn bilkul bhi nhi,pm
2019-10-24,12:13 pm,Smridhiii,,pm
2019-10-24,12:13 pm,Smridhiii,,pm
2019-10-24,12:51 pm,Smridhiii,<Media omitted>,pm
2019-10-24,5:50 pm,Anchuuu,,pm
2019-10-24,6:04 pm,Neelam,,pm
2019-10-24,6:06 pm,Smridhiii,,pm
2019-10-24,6:06 pm,Smridhiii,Ha bhn,pm
2019-10-24,6:06 pm,Smridhiii,Shi jagha h,pm
2019-10-24,6:38 pm,Smridhiii,Pranam,pm
2019-10-24,6:58 pm,Neelam,",",pm
2019-10-24,7:27 pm,Anchuuu,,pm
2019-10-25,7:41 am,Smridhiii,Happy dhanteras to all,am
2019-10-25,7:42 am,Smridhiii,,am
2019-10-25,7:42 am,Smridhiii,<Media omitted>,am
2019-10-25,7:51 am,Neelam,sm too uuu,am
2019-10-25,9:06 am,chomu,Happy dhanteras bhno,am
2019-10-25,10:23 am,chomu,<Media omitted>,am
2019-10-25,12:15 pm,Smridhiii,,pm
2019-10-25,12:16 pm,Smridhiii,Lol,pm
2019-10-25,12:25 pm,Anchuuu,,pm
2019-10-25,1:43 pm,Neelam,,pm
2019-10-25,1:43 pm,Neelam,masoom,pm
2019-10-25,1:45 pm,chomu,,pm
2019-10-25,1:45 pm,chomu,,pm
2019-10-25,1:45 pm,Neelam,,pm
2019-10-25,1:45 pm,chomu,Photographer ka kmaal h,pm
2019-10-25,1:45 pm,chomu,,pm
2019-10-25,1:46 pm,Neelam,,pm
2019-10-25,1:51 pm,Anchuuu,,pm
2019-10-25,2:00 pm,Smridhiii,,pm
2019-10-25,2:01 pm,Anchuuu,,pm
2019-10-25,4:13 pm,chomu,Kl tum log clg jaoge,pm
2019-10-25,4:13 pm,chomu,?,pm
2019-10-25,4:13 pm,chomu,Agr jaoge tohh grp pe bta do,pm
2019-10-25,4:14 pm,chomu,Tum log aaoge tohh m bhi aaungi,pm
2019-10-25,4:14 pm,chomu,Otherwise nhi,pm
2019-10-25,4:24 pm,Neelam,na,pm
2019-10-25,4:26 pm,chomu,Kya naa,pm
2019-10-25,4:26 pm,chomu,Beta,pm
2019-10-25,4:26 pm,chomu,Anshu ne grp m bola h,pm
2019-10-25,4:26 pm,Neelam,yr m ni askti,pm
2019-10-25,4:26 pm,chomu,Ki chaaro aayenge,pm
2019-10-25,4:26 pm,Neelam,ghr p b bol diya,pm
2019-10-25,4:26 pm,Neelam,ki kl chhuti h,pm
2019-10-25,4:26 pm,chomu,Tu chutiya h,pm
2019-10-25,4:26 pm,chomu,Kyun bola,pm
2019-10-25,4:26 pm,Anchuuu,Bhn chod,pm
2019-10-25,4:27 pm,chomu,Hm Sunday ki chhuti nhi bolte,pm
2019-10-25,4:27 pm,Neelam,yr tm logo ne hi kha tha,pm
2019-10-25,4:27 pm,Neelam,nk ana,pm
2019-10-25,4:27 pm,chomu,Yrr neelam,pm
2019-10-25,4:27 pm,Anchuuu,Group ss delete 4everone kr,pm
2019-10-25,4:27 pm,Neelam,mtlb,pm
2019-10-25,4:27 pm,chomu,Kya bol gyi,pm
2019-10-25,4:27 pm,Anchuuu,Kuch nhi,pm
2019-10-25,4:27 pm,chomu,Kon sa maal phukah,pm
2019-10-25,4:27 pm,chomu,Phuka j,pm
2019-10-25,4:27 pm,chomu,H,pm
2019-10-25,4:27 pm,Anchuuu,Bhn koi nhi,pm
2019-10-25,4:27 pm,Neelam,,pm
2019-10-25,4:27 pm,Anchuuu,Maal nhi phukti ab m,pm
2019-10-25,4:27 pm,Neelam,chl br,pm
2019-10-25,4:27 pm,Anchuuu,Shock khati hu,pm
2019-10-25,4:28 pm,Anchuuu,Chl bie,pm
2019-10-25,4:28 pm,chomu,Kon si taar ka,pm
2019-10-25,4:28 pm,Neelam,ye kya h,pm
2019-10-25,4:28 pm,chomu,Bhn chhor ise vimal ka nasha kiyah isne,pm
2019-10-25,4:28 pm,Neelam,,pm
2019-10-25,4:28 pm,Neelam,ok,pm
2019-10-25,4:29 pm,Anchuuu,,pm
2019-10-25,4:29 pm,Neelam,,pm
2019-10-25,4:30 pm,Anchuuu,,pm
2019-10-25,4:37 pm,chomu,This message was deleted,pm
2019-10-25,4:37 pm,chomu,This message was deleted,pm
2019-10-25,4:38 pm,chomu,This message was deleted,pm
2019-10-25,4:38 pm,chomu,This message was deleted,pm
2019-10-25,4:39 pm,chomu,This message was deleted,pm
2019-10-25,4:39 pm,chomu,This message was deleted,pm
2019-10-25,5:45 pm,Neelam,kya likha tha bhn,pm
2019-10-25,6:11 pm,Smridhiii,Bhn suna rhi thi,pm
2019-10-25,6:11 pm,Smridhiii,Recall kr liya usne,pm
2019-10-25,6:27 pm,Smridhiii,Mere bade bhai ka accident ho gya,pm
2019-10-25,6:27 pm,Smridhiii,,pm
2019-10-25,6:27 pm,Anchuuu,Kiska,pm
2019-10-25,6:28 pm,Anchuuu,Kaisa h vo,pm
2019-10-25,6:28 pm,Anchuuu,Bhn kha h vo,pm
2019-10-25,6:28 pm,Anchuuu,Jyada lgi h kya,pm
2019-10-25,6:28 pm,Smridhiii,Bhn abhi toh ghr pr aa gya vo,pm
2019-10-25,6:28 pm,Anchuuu,Serious toh nhi h na,pm
2019-10-25,6:28 pm,Anchuuu,dr. K gya,pm
2019-10-25,6:29 pm,Smridhiii,Bhn hath foot gya uska left hand,pm
2019-10-25,6:29 pm,Anchuuu,Acha,pm
2019-10-25,6:29 pm,Anchuuu,Plaster,pm
2019-10-25,6:29 pm,Anchuuu,,pm
2019-10-25,6:29 pm,Smridhiii,Nhi bhn,pm
2019-10-25,6:29 pm,Smridhiii,Itna bhi nhi,pm
2019-10-25,6:29 pm,Smridhiii,Strong h vo bhout,pm
2019-10-25,6:29 pm,Anchuuu,Oh thnk god,pm
2019-10-25,6:29 pm,Smridhiii,But pta nhi kon ladke the,pm
2019-10-25,6:29 pm,Smridhiii,Maar kr bhag gye,pm
2019-10-25,6:29 pm,Anchuuu,,pm
2019-10-25,6:29 pm,Anchuuu,Takkar,pm
2019-10-25,6:30 pm,Smridhiii,Ek ladke ko usne pakda maara usko,pm
2019-10-25,6:30 pm,Smridhiii,Itne me,pm
2019-10-25,6:30 pm,Anchuuu,Jyada toh nhi lgi na,pm
2019-10-25,6:30 pm,Anchuuu,Hawww,pm
2019-10-25,6:30 pm,Anchuuu,Aise kaise,pm
2019-10-25,6:30 pm,Anchuuu,,pm
2019-10-25,6:30 pm,Smridhiii,Pta nhi piche se do or bike pr aaye or maar kr bhag gye,pm
2019-10-25,6:30 pm,Smridhiii,,pm
2019-10-25,6:30 pm,Anchuuu,Haye kutte,pm
2019-10-25,6:30 pm,Anchuuu,,pm
2019-10-25,6:30 pm,Smridhiii,Uska chashma bhi faik diya tha,pm
2019-10-25,6:30 pm,Smridhiii,Merko bhout gussa aa rha h,pm
2019-10-25,6:30 pm,Anchuuu,Bhn yr,pm
2019-10-25,6:31 pm,Anchuuu,Ab kaisa hvo,pm
2019-10-25,6:31 pm,Anchuuu,H vo*,pm
2019-10-25,6:31 pm,Smridhiii,Bichara dard bhi ho rha h uske,pm
2019-10-25,6:31 pm,Smridhiii,Udass si shkl bna rakhi h,pm
2019-10-25,6:31 pm,Smridhiii,Ro toh skta nhi na,pm
2019-10-25,6:31 pm,Smridhiii,Isliye,pm
2019-10-25,6:32 pm,Anchuuu,Ha,pm
2019-10-25,6:32 pm,Anchuuu,Are bhn dekh use,pm
2019-10-25,6:32 pm,Anchuuu,Kuch khila pila,pm
2019-10-25,6:32 pm,Anchuuu,Take care of him,pm
2019-10-25,6:33 pm,Smridhiii,Ha bhn,pm
2019-10-25,6:33 pm,Smridhiii,Abhi dekha,pm
2019-10-25,6:33 pm,Smridhiii,Akh me bhi lgi hui h uske,pm
2019-10-25,6:33 pm,Smridhiii,Bhout zayada,pm
2019-10-25,6:33 pm,Smridhiii,,pm
2019-10-25,6:33 pm,Anchuuu,,pm
2019-10-25,6:33 pm,Smridhiii,Ha bhn abhi dekha,pm
2019-10-25,6:33 pm,Smridhiii,Mene vo,pm
2019-10-25,6:33 pm,Anchuuu,,pm
2019-10-25,6:34 pm,Anchuuu,Bhn kon kon h ghr pr,pm
2019-10-25,6:34 pm,Smridhiii,Bhn bhai h chcha h chachi h,pm
2019-10-25,6:35 pm,Smridhiii,Abhi usko haldi ka doodh de rhe h,pm
2019-10-25,6:35 pm,Anchuuu,Ha,pm
2019-10-25,6:35 pm,Anchuuu,Or dekh le khi or toh nhi lgi na,pm
2019-10-25,6:35 pm,Anchuuu,,pm
2019-10-25,6:35 pm,Smridhiii,Nhi bhn,pm
2019-10-25,6:35 pm,Smridhiii,Dekh kiya usne,pm
2019-10-25,6:36 pm,Smridhiii,Liya*,pm
2019-10-25,6:36 pm,Anchuuu,Ohk,pm
2019-10-25,6:36 pm,Smridhiii,Ha bhn,pm
2019-10-25,6:36 pm,Anchuuu,Bhn dekh lena koi gum chot hogi toh bhut pain hoga baad mr,pm
2019-10-25,6:36 pm,Smridhiii,Ha bhn,pm
2019-10-25,7:35 pm,Smridhiii,This message was deleted,pm
2019-10-25,7:35 pm,Smridhiii,This message was deleted,pm
2019-10-25,7:35 pm,Smridhiii,This message was deleted,pm
2019-10-25,7:35 pm,Smridhiii,This message was deleted,pm
2019-10-25,7:37 pm,Anchuuu,Are bhn tu chill kr,pm
2019-10-25,7:37 pm,Anchuuu,,pm
2019-10-25,7:37 pm,Anchuuu,Tention ki wjh se,pm
2019-10-25,7:43 pm,Neelam,bhn ab kaisa h tera bhai,pm
2019-10-25,9:03 pm,Anchuuu,Bta,pm
2019-10-25,9:29 pm,Smridhiii,Thik h bhn ab vo,pm
2019-10-25,10:49 pm,Neelam,acha,pm
2019-10-26,7:40 am,Neelam,happy ittuu si diwali,am
2019-10-26,7:54 am,Anchuuu,,am
2019-10-26,7:54 am,Anchuuu,Same 2 u .. Ittu si bachi,am
2019-10-26,8:16 am,Neelam,<Media omitted>,am
2019-10-26,8:16 am,Anchuuu,Hay plz dont read them,am
2019-10-26,8:16 am,Anchuuu,,am
2019-10-26,8:16 am,Anchuuu,,am
2019-10-26,8:16 am,Neelam,i'd already read it baby,am
2019-10-26,8:16 am,Neelam,,am
2019-10-26,8:17 am,Neelam,ek no. h bhn,am
2019-10-26,8:17 am,Neelam,,am
2019-10-26,8:17 am,Anchuuu,,am
2019-10-26,8:17 am,Neelam,schii,am
2019-10-26,8:17 am,Anchuuu,Sare,am
2019-10-26,8:17 am,Anchuuu,Shit,am
2019-10-26,8:17 am,Anchuuu,Kbhi kbhi,am
2019-10-26,8:17 am,Neelam,ha bhn bs pdh hibri hu baki b,am
2019-10-26,8:17 am,Anchuuu,,am
2019-10-26,8:17 am,Neelam,,am
2019-10-26,8:17 am,Anchuuu,,am
2019-10-26,8:17 am,Anchuuu,Ab toh padhle,am
2019-10-26,8:17 am,Neelam,yr talented h tu to bhot,am
2019-10-26,8:17 am,Neelam,,am
2019-10-26,8:17 am,Anchuuu,,am
2019-10-26,8:17 am,Anchuuu,Thnk u thnk u,am
2019-10-26,8:17 am,Anchuuu,,am
2019-10-26,8:17 am,Neelam,fida ho gi m,am
2019-10-26,8:18 am,Neelam,tune sare khud likhe h,am
2019-10-26,8:18 am,Anchuuu,,am
2019-10-26,8:18 am,Neelam,bhn,am
2019-10-26,8:18 am,Anchuuu,Bus bus,am
2019-10-26,8:18 am,Neelam,,am
2019-10-26,8:18 am,Anchuuu,,am
2019-10-26,8:18 am,Neelam,are schi,am
2019-10-26,8:18 am,Anchuuu,Yup,am
2019-10-26,8:18 am,Neelam,bta n,am
2019-10-26,8:18 am,Anchuuu,,am
2019-10-26,8:18 am,Neelam,wahhh,am
2019-10-26,8:18 am,Anchuuu,Thode isme akash k bhi h,am
2019-10-26,8:18 am,Anchuuu,,am
2019-10-26,8:18 am,Neelam,acha,am
2019-10-26,8:18 am,Anchuuu,Ha,am
2019-10-26,8:18 am,Neelam,ruk ja m sari pdh lu,am
2019-10-26,8:18 am,Neelam,avni vali b mst h,am
2019-10-26,8:19 am,Neelam,,am
2019-10-26,8:19 am,Anchuuu,I know,am
2019-10-26,8:19 am,Anchuuu,Similar somu k liye bhi likhi thi,am
2019-10-26,8:19 am,Anchuuu,,am
2019-10-26,8:19 am,Neelam,ha bhn,am
2019-10-26,8:19 am,Anchuuu,Phle usi k liye he likhi thi,am
2019-10-26,8:19 am,Anchuuu,,am
2019-10-26,8:19 am,Neelam,thodi thodi similar h dono,am
2019-10-26,8:19 am,Neelam,dekha maine,am
2019-10-26,8:19 am,Neelam,clg gai h tu?,am
2019-10-26,8:19 am,Anchuuu,Yup,am
2019-10-26,8:20 am,Neelam,somu?,am
2019-10-26,8:21 am,Anchuuu,Kya,am
2019-10-26,8:21 am,Anchuuu,,am
2019-10-26,8:21 am,Neelam,kha phochi tu,am
2019-10-26,8:23 am,Anchuuu,Ghevra,am
2019-10-26,8:26 am,Neelam,acha,am
2019-10-26,8:26 am,Neelam,<Media omitted>,am
2019-10-26,8:26 am,Neelam,<Media omitted>,am
2019-10-26,8:26 am,Neelam,,am
2019-10-26,8:28 am,Anchuuu,,am
2019-10-26,8:28 am,Anchuuu,I m not a good writter,am
2019-10-26,8:29 am,Anchuuu,Dono akash ki h,am
2019-10-26,10:50 am,Smridhiii,Bhn yeh akash likhta h,am
2019-10-26,10:50 am,Smridhiii,Bhn u r also a vry gud writer,am
2019-10-26,10:52 am,Smridhiii,,am
2019-10-26,10:52 am,Smridhiii,Bhn dil jeet gyi yeh toh sach me,am
2019-10-26,10:52 am,Smridhiii,Happy choti diwali to all,am
2019-10-26,10:52 am,Smridhiii,<Media omitted>,am
2019-10-26,11:01 am,Anchuuu,,am
2019-10-26,11:01 am,Anchuuu,Same 2 u,am
2019-10-27,7:12 am,Neelam,happy diwali every one,am
2019-10-27,7:13 am,Neelam,<Media omitted>,am
2019-10-27,7:13 am,Neelam,<Media omitted>,am
2019-10-27,7:13 am,Neelam,,am
2019-10-27,8:20 am,Smridhiii,"May the beauty of the festival of lights fill your home with happiness and may the new year bring joy, peace, and prosperity in your life. Wish you and family a very Happy diwali",am
2019-10-27,8:20 am,Smridhiii,,am
2019-10-27,8:22 am,Anchuuu,,am
2019-10-27,8:22 am,Anchuuu,Same 2 u,am
2019-10-27,8:26 am,Smridhiii,,am
2019-10-27,8:27 am,Anchuuu,,am
2019-10-27,8:28 am,Smridhiii,,am
2019-10-27,8:49 am,chomu,Happpiiieesssttt Diwali bhno,am
2019-10-27,8:49 am,chomu,Nd safe Diwali also,am
2019-10-27,8:49 am,chomu,,am
2019-10-27,8:49 am,chomu,,am
2019-10-27,8:53 am,Neelam,,am
2019-10-27,10:26 am,Smridhiii,Yeh zayada zaruri tha,am
2019-10-27,10:26 am,Smridhiii,,am
2019-10-27,10:26 am,Smridhiii,,am
2019-10-27,10:44 am,Neelam,<Media omitted>,am
2019-10-27,10:44 am,Neelam,<Media omitted>,am
2019-10-27,11:26 am,Neelam,<Media omitted>,am
2019-10-27,11:26 am,Neelam,sare bsdk,am
2019-10-27,11:29 am,chomu,<Media omitted>,am
2019-10-27,1:39 pm,Neelam,,pm
2019-10-27,2:15 pm,Smridhiii,,pm
2019-10-27,2:16 pm,Smridhiii,lol,pm
2019-10-27,2:16 pm,Smridhiii,,pm
2019-10-29,11:54 am,Neelam,<Media omitted>,am
2019-10-29,1:33 pm,Smridhiii,Anshuu,pm
2019-10-29,1:39 pm,Anchuuu,,pm
2019-10-29,3:40 pm,Neelam,,pm
2019-10-29,3:44 pm,Neelam,imliii h khtiiii.....mere dost tattiiii,pm
2019-10-29,4:00 pm,Anchuuu,,pm
2019-10-29,4:01 pm,Neelam,ye lines mere dil se nikli h tm sb k liye,pm
2019-10-29,4:01 pm,Neelam,,pm
2019-10-29,4:15 pm,Anchuuu,,pm
2019-10-29,4:15 pm,Smridhiii,,pm
2019-10-29,4:15 pm,Smridhiii,,pm
2019-10-29,4:15 pm,Neelam,yr kkl clg jana h?,pm
2019-10-29,4:16 pm,Neelam,aj chutti thi kya,pm
2019-10-29,4:24 pm,Anchuuu,Kl nhi jari m,pm
2019-10-29,4:27 pm,Smridhiii,Kha nhi ja rhi???,pm
2019-10-29,4:36 pm,Anchuuu,,pm
2019-10-29,4:37 pm,Anchuuu,Clg,pm
2019-10-29,4:37 pm,Smridhiii,Koi baat ni dhyan rakh apna Tu,pm
2019-10-29,4:42 pm,Anchuuu,,pm
2019-10-29,4:42 pm,Anchuuu,Ha,pm
2019-10-29,5:45 pm,Neelam,kya hua teko,pm
2019-10-29,5:45 pm,Neelam,q ni jaygi,pm
2019-10-29,5:45 pm,Neelam,,pm
2019-10-29,10:18 pm,Neelam,,pm
2019-10-29,10:18 pm,Neelam,btana ni hota kuch to bol do,pm
2019-10-29,10:18 pm,Neelam,left kr du grp,pm
2019-10-29,10:20 pm,Anchuuu,Are meri jaan,pm
2019-10-29,10:20 pm,chomu,Arey,pm
2019-10-29,10:20 pm,chomu,Oyee,pm
2019-10-29,10:20 pm,Anchuuu,Breathing problm ho rhi h,pm
2019-10-29,10:20 pm,Anchuuu,,pm
2019-10-29,10:20 pm,chomu,Koi ice cream laau,pm
2019-10-29,10:20 pm,chomu,Neelam bhn,pm
2019-10-29,10:20 pm,chomu,Cool,pm
2019-10-29,10:20 pm,chomu,Cool,pm
2019-10-29,10:21 pm,chomu,Bhn glti ho gyi,pm
2019-10-29,10:21 pm,Anchuuu,,pm
2019-10-29,10:21 pm,chomu,Anshu,pm
2019-10-29,10:21 pm,chomu,Sry bol,pm
2019-10-29,10:21 pm,Anchuuu,Maaf krde,pm
2019-10-29,10:21 pm,chomu,Anshu ache se,pm
2019-10-29,10:21 pm,Anchuuu,Maff krde,pm
2019-10-29,10:21 pm,chomu,Murgi bn,pm
2019-10-29,10:21 pm,Anchuuu,Maaaf krde,pm
2019-10-29,10:21 pm,chomu,Murgi bn bae,pm
2019-10-29,10:21 pm,Anchuuu,Pav kha h tere,pm
2019-10-29,10:21 pm,Anchuuu,,pm
2019-10-29,10:21 pm,Anchuuu,,pm
2019-10-29,10:21 pm,chomu,"Gud ab ande de 3,4",pm
2019-10-29,10:21 pm,chomu,Tb maanegi neelam,pm
2019-10-29,10:21 pm,Anchuuu,,pm
2019-10-29,10:22 pm,Anchuuu,,pm
2019-10-29,10:22 pm,Neelam,ye kb hua,pm
2019-10-29,10:22 pm,Neelam,meko kuch ni btate n tm log,pm
2019-10-29,10:22 pm,Neelam,somu smridhi ko phle se pta tha,pm
2019-10-29,10:23 pm,Anchuuu,,pm
2019-10-29,10:23 pm,Neelam,but meko koi ni btata,pm
2019-10-29,10:23 pm,Anchuuu,Are bc har sal ka sceen h ye mera,pm
2019-10-29,10:23 pm,Anchuuu,,pm
2019-10-29,10:23 pm,Anchuuu,Isliye pta h inko,pm
2019-10-29,10:23 pm,Neelam,to ab pure sal ni aygi tu,pm
2019-10-29,10:23 pm,Anchuuu,,pm
2019-10-29,10:23 pm,Anchuuu,,pm
2019-10-29,10:23 pm,Anchuuu,konsa phuka h,pm
2019-10-29,10:23 pm,Neelam,,pm
2019-10-29,10:24 pm,Anchuuu,Are bc diwali pr har sal hota h,pm
2019-10-29,10:24 pm,Anchuuu,Bhut pollution hota h na,pm
2019-10-29,10:24 pm,Neelam,rhn de,pm
2019-10-29,10:25 pm,Neelam,,pm
2019-10-29,10:25 pm,Neelam,mjhe mt btaya kro tm log kuch b,pm
2019-10-29,10:25 pm,Neelam,shibh,pm
2019-10-29,10:25 pm,chomu,Bhn,pm
2019-10-29,10:25 pm,chomu,Neelam,pm
2019-10-29,10:25 pm,chomu,Neelam,pm
2019-10-29,10:25 pm,Neelam,chup kr tu b,pm
2019-10-29,10:25 pm,chomu,Neelam,pm
2019-10-29,10:25 pm,chomu,Neelam,pm
2019-10-29,10:25 pm,Neelam,pta h meko mera nm,pm
2019-10-29,10:25 pm,chomu,Neelu,pm
2019-10-29,10:26 pm,Neelam,,pm
2019-10-29,10:26 pm,Anchuuu,,pm
2019-10-29,10:26 pm,chomu,,pm
2019-10-29,10:26 pm,chomu,Neelam,pm
2019-10-29,10:26 pm,chomu,Neelam,pm
2019-10-29,10:26 pm,Neelam,,pm
2019-10-29,10:26 pm,chomu,Neelam,pm
2019-10-29,10:26 pm,Neelam,hs mt,pm
2019-10-29,10:26 pm,Anchuuu,Bc neelam ne phuk rkha h,pm
2019-10-29,10:26 pm,chomu,Bhn teri naak kha gyi,pm
2019-10-29,10:26 pm,Neelam,,pm
2019-10-29,10:26 pm,chomu,Isme bhi naak nhi h,pm
2019-10-29,10:26 pm,Neelam,g mrane,pm
2019-10-29,10:26 pm,Neelam,,pm
2019-10-29,10:26 pm,Anchuuu,Ooa pta h kl m bhai se boli tu bomb me aag lga m bhagungi,pm
2019-10-29,10:26 pm,Neelam,,pm
2019-10-29,10:26 pm,chomu,Naak kaise,pm
2019-10-29,10:27 pm,Anchuuu,Naak ne 2 hole hote h,pm
2019-10-29,10:27 pm,chomu,Naak k paas g*** kha se aayi,pm
2019-10-29,10:27 pm,Neelam,hsu,pm
2019-10-29,10:27 pm,Neelam,chup kr,pm
2019-10-29,10:27 pm,chomu,Ye sch m gnda joke tha,pm
2019-10-29,10:27 pm,Neelam,mera dimag khrab h...,pm
2019-10-29,10:27 pm,Neelam,ha,pm
2019-10-29,10:27 pm,chomu,Bhn mera pet khraab h,pm
2019-10-29,10:27 pm,chomu,Anshu ki naak khraab h,pm
2019-10-29,10:27 pm,Neelam,ja tatti kr le,pm
2019-10-29,10:28 pm,chomu,Samridhy ki g***** khraab h,pm
2019-10-29,10:28 pm,chomu,Tera dimaag khraab h,pm
